County,Fire Name,Start,Contained,Acres,Duration,Total Deaths,Year,Month
HUMBOLDT,CORRAL COMPLEX,2013-08-10,2013-10-02,0.0,30,0,2013,9
HUMBOLDT,CORRAL COMPLEX,2013-08-10,2013-10-02,0.0,2,0,2013,10
HUMBOLDT,CORRAL COMPLEX,2013-08-10,2013-10-02,25006.0,22,0,2013,8
TUOLUMNE,RIM,2013-08-17,2013-10-27,0.0,30,0,2013,9
TUOLUMNE,RIM,2013-08-17,2013-10-27,0.0,27,0,2013,10
TUOLUMNE,RIM,2013-08-17,2013-10-27,514628.0,15,0,2013,8
FRESNO,WINDY PEAK,2013-08-23,2013-10-20,1362.0,9,0,2013,8
FRESNO,WINDY PEAK,2013-08-23,2013-10-20,0.0,20,0,2013,10
FRESNO,WINDY PEAK,2013-08-23,2013-10-20,0.0,30,0,2013,9
TULARE,FISH,2013-08-23,2013-09-05,0.0,5,0,2013,9
TULARE,FISH,2013-08-23,2013-09-05,2060.0,9,0,2013,8
TULARE,SODA,2014-01-14,2014-04-19,0.0,31,0,2014,3
TULARE,SODA,2014-01-14,2014-04-19,0.0,28,0,2014,2
TULARE,SODA,2014-01-14,2014-04-19,4836.0,18,0,2014,1
TULARE,SODA,2014-01-14,2014-04-19,0.0,19,0,2014,4
SAN BERNARDINO,ETIWANDA,2014-04-30,2014-05-01,0.0,1,0,2014,5
SAN BERNARDINO,ETIWANDA,2014-04-30,2014-05-01,2200.0,1,0,2014,4
MARIPOSA,HUNTER,2014-05-26,2014-06-04,677.0,6,0,2014,5
MARIPOSA,HUNTER,2014-05-26,2014-06-04,0.0,4,0,2014,6
MARIPOSA,DARK HOLE,2014-07-16,2014-08-20,1077.0,16,0,2014,7
MARIPOSA,DARK HOLE,2014-07-16,2014-08-20,0.0,20,0,2014,8
MERCED,GUN CLUB,2014-07-24,2014-08-02,0.0,8,0,2014,7
MERCED,GUN CLUB,2014-07-24,2014-08-02,0.0,2,0,2014,8
EL DORADO,SAND,2014-07-25,2014-08-03,0.0,3,0,2014,8
EL DORADO,SAND,2014-07-25,2014-08-03,4240.0,7,0,2014,7
MARIPOSA,EL PORTAL,2014-07-26,2014-08-04,4689.0,6,0,2014,7
MARIPOSA,EL PORTAL,2014-07-26,2014-08-04,0.0,4,0,2014,8
MADERA,FRENCH,2014-07-28,2014-08-18,0.0,18,0,2014,8
MADERA,FRENCH,2014-07-28,2014-08-18,13838.0,4,0,2014,7
BUTTE,WEB,2014-07-29,2014-08-27,0.0,27,0,2014,8
BUTTE,WEB,2014-07-29,2014-08-27,378.0,3,0,2014,7
MODOC,DAY,2014-07-30,2014-08-13,0.0,13,0,2014,8
SISKIYOU,KNF BEAVER,2014-07-30,2014-08-30,0.0,30,0,2014,8
SISKIYOU,KNF BEAVER,2014-07-30,2014-08-30,32496.0,2,0,2014,7
MENDOCINO,"LODGE
COMPLEX",2014-07-30,2014-09-21,25070.0,2,0,2014,7
SHASTA,BALD,2014-07-30,2014-08-16,39736.0,2,0,2014,7
SHASTA,BALD,2014-07-30,2014-08-16,0.0,16,0,2014,8
MENDOCINO,"LODGE
COMPLEX",2014-07-30,2014-09-21,0.0,31,0,2014,8
TRINITY,COFFEE COMPLEX,2014-07-30,2014-08-31,6258.0,2,0,2014,7
MENDOCINO,"LODGE
COMPLEX",2014-07-30,2014-09-21,0.0,21,0,2014,9
TRINITY,COFFEE COMPLEX,2014-07-30,2014-08-31,0.0,31,0,2014,8
MODOC,DAY,2014-07-30,2014-08-13,13153.0,2,0,2014,7
SISKIYOU,LITTLE DEER,2014-07-31,2014-08-11,0.0,11,0,2014,8
SHASTA,EILER,2014-07-31,2014-08-24,0.0,24,0,2014,8
SHASTA,EILER,2014-07-31,2014-08-24,32416.0,1,0,2014,7
SISKIYOU,LITTLE DEER,2014-07-31,2014-08-11,5503.0,1,0,2014,7
SISKIYOU,JULY COMPLEX,2014-08-03,2014-09-25,0.0,25,0,2014,9
SISKIYOU,JULY COMPLEX,2014-08-03,2014-09-25,50042.0,29,0,2014,8
SISKIYOU,"HAPPY CAMP
COMPLEX",2014-08-14,2014-10-31,268112.0,18,0,2014,8
SISKIYOU,"HAPPY CAMP
COMPLEX",2014-08-14,2014-10-31,0.0,31,0,2014,10
SISKIYOU,"HAPPY CAMP
COMPLEX",2014-08-14,2014-10-31,0.0,30,0,2014,9
MARIPOSA,MEADOW,2014-08-15,2014-09-29,0.0,29,0,2014,9
MARIPOSA,MEADOW,2014-08-15,2014-09-29,4772.0,17,0,2014,8
EL DORADO,KING,2014-09-13,2014-10-09,97717.0,18,0,2014,9
EL DORADO,KING,2014-09-13,2014-10-09,0.0,9,0,2014,10
SAN DIEGO,GRENADE,2015-04-29,2015-05-05,0.0,5,0,2015,5
SAN DIEGO,GRENADE,2015-04-29,2015-05-05,2025.0,2,0,2015,4
SAN BERNARDINO,LAKE,2015-06-17,2015-07-05,0.0,5,0,2015,7
SAN BERNARDINO,LAKE,2015-06-17,2015-07-05,31359.0,14,0,2015,6
TULARE,CABIN,2015-07-19,2015-09-05,0.0,31,0,2015,8
TULARE,CABIN,2015-07-19,2015-09-05,0.0,5,0,2015,9
TULARE,CABIN,2015-07-19,2015-09-05,13960.0,13,0,2015,7
NAPA,WRAGG,2015-07-22,2015-08-06,8051.0,10,0,2015,7
NAPA,WRAGG,2015-07-22,2015-08-06,0.0,6,0,2015,8
NEVADA,LOWELL,2015-07-25,2015-08-12,0.0,12,0,2015,8
NEVADA,LOWELL,2015-07-25,2015-08-12,2304.0,7,0,2015,7
MADERA,WILLOW,2015-07-25,2015-08-15,0.0,15,0,2015,8
MADERA,WILLOW,2015-07-25,2015-08-15,5702.0,7,0,2015,7
BUTTE,SWEDES,2015-07-29,2015-08-16,400.0,3,0,2015,7
BUTTE,SWEDES,2015-07-29,2015-08-16,0.0,16,0,2015,8
LAKE,ROCKY,2015-07-29,2015-08-14,0.0,14,0,2015,8
LAKE,ROCKY,2015-07-29,2015-08-14,69636.0,3,0,2015,7
TRINITY,FORK COMPLEX,2015-07-30,2015-08-29,0.0,29,0,2015,8
TRINITY,FORK COMPLEX,2015-07-30,2015-08-29,36499.0,2,0,2015,7
MODOC,FROG,2015-07-30,2015-08-06,4863.0,2,1,2015,7
MODOC,FROG,2015-07-30,2015-08-06,0.0,6,0,2015,8
TRINITY,RIVER COMPLEX,2015-07-30,2015-10-15,231243.0,2,0,2015,7
HUMBOLDT,ROUTE COMPLEX,2015-07-30,2015-08-31,0.0,31,0,2015,8
TRINITY,RIVER COMPLEX,2015-07-30,2015-10-15,0.0,30,0,2015,9
TRINITY,RIVER COMPLEX,2015-07-30,2015-10-15,0.0,15,0,2015,10
TRINITY,MAD RIVER COMPLEX,2015-07-30,2015-09-03,74924.0,2,0,2015,7
TRINITY,MAD RIVER COMPLEX,2015-07-30,2015-09-03,0.0,3,0,2015,9
HUMBOLDT,HUMBOLDT COMPLEX,2015-07-30,2015-08-21,0.0,21,0,2015,8
HUMBOLDT,HUMBOLDT COMPLEX,2015-07-30,2015-08-21,4883.0,2,0,2015,7
HUMBOLDT,ROUTE COMPLEX,2015-07-30,2015-08-31,35675.0,2,0,2015,7
TRINITY,RIVER COMPLEX,2015-07-30,2015-10-15,0.0,31,0,2015,8
TRINITY,MAD RIVER COMPLEX,2015-07-30,2015-09-03,0.0,31,0,2015,8
FRESNO,ROUGH,2015-07-31,2015-12-01,0.0,31,0,2015,8
FRESNO,ROUGH,2015-07-31,2015-12-01,0.0,30,0,2015,11
FRESNO,ROUGH,2015-07-31,2015-12-01,758115.0,1,0,2015,7
DEL NORTE,GASQUET COMPLEX,2015-07-31,2015-10-15,91083.0,1,0,2015,7
FRESNO,ROUGH,2015-07-31,2015-12-01,0.0,30,0,2015,9
FRESNO,ROUGH,2015-07-31,2015-12-01,0.0,31,0,2015,10
DEL NORTE,GASQUET COMPLEX,2015-07-31,2015-10-15,0.0,31,0,2015,8
DEL NORTE,GASQUET COMPLEX,2015-07-31,2015-10-15,0.0,15,0,2015,10
FRESNO,ROUGH,2015-07-31,2015-12-01,0.0,1,0,2015,12
DEL NORTE,GASQUET COMPLEX,2015-07-31,2015-10-15,0.0,30,0,2015,9
TRINITY,SOUTH COMPLEX,2015-08-01,2015-10-01,0.0,1,0,2015,10
TRINITY,SOUTH COMPLEX,2015-08-01,2015-10-01,58832.0,31,0,2015,8
TRINITY,SOUTH COMPLEX,2015-08-01,2015-10-01,0.0,30,0,2015,9
DEL NORTE,NICKOWITZ,2015-08-01,2015-09-30,0.0,30,0,2015,9
DEL NORTE,NICKOWITZ,2015-08-01,2015-09-30,7509.0,31,0,2015,8
SAN LUIS OBISPO,CUESTA,2015-08-16,2015-09-03,0.0,3,0,2015,9
SAN LUIS OBISPO,CUESTA,2015-08-16,2015-09-03,2446.0,16,0,2015,8
AMADOR,BUTTE,2015-09-09,2015-10-23,70868.0,22,2,2015,9
AMADOR,BUTTE,2015-09-09,2015-10-23,0.0,23,0,2015,10
LAKE,VALLEY,2015-09-12,2015-10-15,0.0,15,0,2015,10
LAKE,VALLEY,2015-09-12,2015-10-15,76067.0,19,4,2015,9
SISKIYOU,PONY,2016-06-07,2016-10-02,0.0,31,0,2016,8
SISKIYOU,PONY,2016-06-07,2016-10-02,0.0,2,0,2016,10
SISKIYOU,PONY,2016-06-07,2016-10-02,0.0,31,0,2016,7
SISKIYOU,PONY,2016-06-07,2016-10-02,0.0,30,0,2016,9
SISKIYOU,PONY,2016-06-07,2016-10-02,11440.0,24,0,2016,6
SAN DIEGO,BORDER 3,2016-06-19,2016-07-01,0.0,1,0,2016,7
SAN DIEGO,BORDER 3,2016-06-19,2016-07-01,7609.0,12,2,2016,6
LOS ANGELES,FISH,2016-06-20,2016-07-05,4253.0,11,0,2016,6
LOS ANGELES,RESERVOIR,2016-06-20,2016-07-05,0.0,5,0,2016,7
LOS ANGELES,RESERVOIR,2016-06-20,2016-07-05,1146.0,11,1,2016,6
LOS ANGELES,FISH,2016-06-20,2016-07-05,0.0,5,0,2016,7
KERN,ERSKINE,2016-06-23,2016-07-09,48019.0,8,2,2016,6
KERN,ERSKINE,2016-06-23,2016-07-09,0.0,9,0,2016,7
MONO,MARINA,2016-06-24,2016-07-04,0.0,4,0,2016,7
MONO,MARINA,2016-06-24,2016-07-04,654.0,7,0,2016,6
MARIPOSA,LAKES,2016-06-26,2016-10-31,0.0,30,0,2016,9
MARIPOSA,LAKES,2016-06-26,2016-10-31,0.0,31,0,2016,8
MARIPOSA,LAKES,2016-06-26,2016-10-31,0.0,31,0,2016,10
MARIPOSA,LAKES,2016-06-26,2016-10-31,4004.0,5,0,2016,6
MARIPOSA,LAKES,2016-06-26,2016-10-31,0.0,31,0,2016,7
PLACER,TRAILHEAD,2016-06-28,2016-08-14,0.0,31,0,2016,7
PLACER,TRAILHEAD,2016-06-28,2016-08-14,0.0,14,0,2016,8
PLACER,TRAILHEAD,2016-06-28,2016-08-14,11290.0,3,0,2016,6
VENTURA,PINE,2016-06-30,2016-07-17,0.0,17,0,2016,7
TEHAMA,COLYEAR,2016-06-30,2016-07-06,0.0,6,0,2016,7
TEHAMA,COLYEAR,2016-06-30,2016-07-06,464.0,1,0,2016,6
VENTURA,PINE,2016-06-30,2016-07-17,2304.0,1,0,2016,6
MONTEREY,SOBERANES,2016-07-22,2016-10-13,0.0,13,0,2016,10
MONTEREY,SOBERANES,2016-07-22,2016-10-13,396381.0,10,3,2016,7
MONTEREY,SOBERANES,2016-07-22,2016-10-13,0.0,31,0,2016,8
LOS ANGELES,SAND,2016-07-22,2016-08-06,0.0,6,0,2016,8
LOS ANGELES,SAND,2016-07-22,2016-08-06,41383.0,10,1,2016,7
MONTEREY,SOBERANES,2016-07-22,2016-10-13,0.0,30,0,2016,9
FRESNO,GOOSE,2016-07-30,2016-08-09,0.0,9,0,2016,8
FRESNO,GOOSE,2016-07-30,2016-08-09,2241.0,2,0,2016,7
SAN LUIS OBISPO,CHIMNEY,2016-08-13,2016-09-07,0.0,7,0,2016,9
SAN LUIS OBISPO,CHIMNEY,2016-08-13,2016-09-07,46235.0,19,0,2016,8
LAKE,CLAYTON,2016-08-13,2016-09-03,3929.0,19,0,2016,8
LAKE,CLAYTON,2016-08-13,2016-09-03,0.0,3,0,2016,9
SAN BERNARDINO,BLUECUT,2016-08-16,2016-09-08,36274.0,16,0,2016,8
KERN,CEDAR,2016-08-16,2016-09-24,0.0,24,0,2016,9
KERN,CEDAR,2016-08-16,2016-09-24,29322.0,16,0,2016,8
SAN BERNARDINO,BLUECUT,2016-08-16,2016-09-08,0.0,8,0,2016,9
SANTA BARBARA,REY,2016-08-18,2016-09-15,32606.0,14,0,2016,8
SANTA BARBARA,REY,2016-08-18,2016-09-15,0.0,15,0,2016,9
ALPINE,MOKELUMNE,2016-08-19,2016-09-20,0.0,20,0,2016,9
ALPINE,MOKELUMNE,2016-08-19,2016-09-20,655.0,13,0,2016,8
HUMBOLDT,TULLY,2016-08-22,2016-09-09,599.0,10,0,2016,8
HUMBOLDT,TULLY,2016-08-22,2016-09-09,0.0,9,0,2016,9
SISKIYOU,GRADE,2016-08-24,2016-09-10,710.0,8,0,2016,8
SISKIYOU,GRADE,2016-08-24,2016-09-10,0.0,10,0,2016,9
SISKIYOU,GAP,2016-08-27,2016-09-16,0.0,16,0,2016,9
SISKIYOU,GAP,2016-08-27,2016-09-16,33867.0,5,0,2016,8
CALAVERAS,WILLOW,2016-08-28,2016-09-04,450.0,4,0,2016,8
CALAVERAS,WILLOW,2016-08-28,2016-09-04,0.0,4,0,2016,9
RIVERSIDE,BOGART,2016-08-30,2016-09-05,1470.0,2,0,2016,8
RIVERSIDE,BOGART,2016-08-30,2016-09-05,0.0,5,0,2016,9
LASSEN,WILLARD,2016-09-11,2016-10-12,2575.0,20,0,2016,9
LASSEN,WILLARD,2016-09-11,2016-10-12,0.0,12,0,2016,10
FRESNO,CROWN,2016-09-15,2016-10-31,800.0,16,0,2016,9
FRESNO,CROWN,2016-09-15,2016-10-31,0.0,31,0,2016,10
MODOC,SOUP COMPLEX,2016-09-17,2016-10-31,2722.0,14,0,2016,9
MONO,OWENS RIVER,2016-09-17,2016-10-15,5443.0,14,0,2016,9
MODOC,SOUP COMPLEX,2016-09-17,2016-10-31,0.0,31,0,2016,10
MONO,OWENS RIVER,2016-09-17,2016-10-15,0.0,15,0,2016,10
SONOMA,SAWMILL,2016-09-25,2016-10-01,1547.0,6,0,2016,9
SONOMA,SAWMILL,2016-09-25,2016-10-01,0.0,1,0,2016,10
TUOLUMNE,MARSHES,2016-09-26,2016-10-04,1080.0,5,0,2016,9
TUOLUMNE,MARSHES,2016-09-26,2016-10-04,0.0,4,0,2016,10
SANTA CLARA,LOMA,2016-09-26,2016-11-08,8948.0,5,0,2016,9
SANTA CLARA,LOMA,2016-09-26,2016-11-08,0.0,31,0,2016,10
SANTA CLARA,LOMA,2016-09-26,2016-11-08,0.0,8,0,2016,11
TULARE,SLATE,2016-10-04,2016-11-05,2160.0,28,0,2016,10
TULARE,SLATE,2016-10-04,2016-11-05,0.0,5,0,2016,11
TULARE,JACOBSON,2016-10-20,2016-11-01,1702.0,12,0,2016,10
TULARE,JACOBSON,2016-10-20,2016-11-01,0.0,1,0,2016,11
TULARE,MEADOW,2016-10-29,2016-11-22,0.0,22,0,2016,11
TULARE,MEADOW,2016-10-29,2016-11-22,4347.0,3,0,2016,10
RIVERSIDE,OPERA,2017-04-30,2017-05-02,0.0,2,0,2017,5
RIVERSIDE,OPERA,2017-04-30,2017-05-02,1350.0,1,0,2017,4
TULARE,SCHAEFFER,2017-06-24,2017-08-05,32062.0,7,0,2017,6
TULARE,SCHAEFFER,2017-06-24,2017-08-05,0.0,5,0,2017,8
TULARE,SCHAEFFER,2017-06-24,2017-08-05,0.0,31,0,2017,7
SAN BERNARDINO,MART,2017-06-27,2017-07-01,670.0,4,0,2017,6
SAN BERNARDINO,MART,2017-06-27,2017-07-01,0.0,1,0,2017,7
MODOC,BATTLE,2017-06-28,2017-07-01,640.0,3,0,2017,6
MODOC,BATTLE,2017-06-28,2017-07-01,0.0,1,0,2017,7
MARIPOSA,BEN,2017-06-28,2017-07-06,558.0,3,0,2017,6
MARIPOSA,BEN,2017-06-28,2017-07-06,0.0,6,0,2017,7
SAN DIEGO,CRISTIANITOS,2017-06-28,2017-07-01,761.0,3,0,2017,6
SAN DIEGO,CRISTIANITOS,2017-06-28,2017-07-01,0.0,1,0,2017,7
KERN,TARINA,2017-06-30,2017-07-01,0.0,1,0,2017,7
KERN,TARINA,2017-06-30,2017-07-01,1200.0,1,0,2017,6
BUTTE,WALL,2017-07-07,2017-08-03,0.0,3,0,2017,8
BUTTE,WALL,2017-07-07,2017-08-03,6033.0,25,0,2017,7
SANTA BARBARA,WHITTIER,2017-07-08,2017-10-05,0.0,31,0,2017,8
SANTA BARBARA,WHITTIER,2017-07-08,2017-10-05,0.0,30,0,2017,9
SANTA BARBARA,WHITTIER,2017-07-08,2017-10-05,0.0,5,0,2017,10
SANTA BARBARA,WHITTIER,2017-07-08,2017-10-05,55290.0,24,0,2017,7
MARIPOSA,DETWILER,2017-07-16,2017-08-31,81826.0,16,0,2017,7
MARIPOSA,DETWILER,2017-07-16,2017-08-31,0.0,31,0,2017,8
MODOC,MODOC JULY COMPLEX,2017-07-24,2017-08-13,83120.0,8,0,2017,7
MODOC,MODOC JULY COMPLEX,2017-07-24,2017-08-13,0.0,13,0,2017,8
SISKIYOU,ORLEANS COMPLEX,2017-07-25,2017-10-12,0.0,12,0,2017,10
SISKIYOU,ORLEANS COMPLEX,2017-07-25,2017-10-12,0.0,30,0,2017,9
SISKIYOU,ORLEANS COMPLEX,2017-07-25,2017-10-12,81828.0,7,0,2017,7
SISKIYOU,ORLEANS COMPLEX,2017-07-25,2017-10-12,0.0,31,0,2017,8
TUOLUMNE,JACKSONVILLE,2017-07-29,2017-08-04,0.0,4,0,2017,8
TUOLUMNE,JACKSONVILLE,2017-07-29,2017-08-04,675.0,3,0,2017,7
PLUMAS,MINERVA 5,2017-07-29,2017-08-16,0.0,16,0,2017,8
PLUMAS,MINERVA 5,2017-07-29,2017-08-16,4310.0,3,0,2017,7
KERN,GARDEN,2017-07-30,2017-08-09,0.0,9,0,2017,8
KERN,GARDEN,2017-07-30,2017-08-09,450.0,2,0,2017,7
TUOLUMNE,SUMMIT COMPLEX,2017-07-31,2017-11-30,0.0,31,0,2017,10
TUOLUMNE,SUMMIT COMPLEX,2017-07-31,2017-11-30,0.0,31,0,2017,8
MONO,GRANT,2017-07-31,2017-08-03,0.0,3,0,2017,8
MONO,GRANT,2017-07-31,2017-08-03,400.0,1,0,2017,7
TUOLUMNE,SUMMIT COMPLEX,2017-07-31,2017-11-30,0.0,30,0,2017,11
TUOLUMNE,SUMMIT COMPLEX,2017-07-31,2017-11-30,20992.0,1,0,2017,7
TUOLUMNE,SUMMIT COMPLEX,2017-07-31,2017-11-30,0.0,30,0,2017,9
MARIPOSA,EMPIRE,2017-08-01,2017-10-31,0.0,30,0,2017,9
MARIPOSA,EMPIRE,2017-08-01,2017-10-31,0.0,31,0,2017,10
MARIPOSA,EMPIRE,2017-08-01,2017-10-31,12740.0,31,0,2017,8
DEL NORTE,YOUNG,2017-08-07,2017-10-15,0.0,15,0,2017,10
DEL NORTE,YOUNG,2017-08-07,2017-10-15,0.0,30,0,2017,9
DEL NORTE,YOUNG,2017-08-07,2017-10-15,42754.0,25,0,2017,8
MARIPOSA,SOUTH FORK,2017-08-13,2017-11-30,0.0,31,0,2017,10
SISKIYOU,SALMON AUGUST COMPLEX,2017-08-13,2017-10-20,131778.0,19,0,2017,8
MARIPOSA,SOUTH FORK,2017-08-13,2017-11-30,21000.0,19,0,2017,8
SISKIYOU,SALMON AUGUST COMPLEX,2017-08-13,2017-10-20,0.0,30,0,2017,9
SISKIYOU,SALMON AUGUST COMPLEX,2017-08-13,2017-10-20,0.0,20,0,2017,10
MARIPOSA,SOUTH FORK,2017-08-13,2017-11-30,0.0,30,0,2017,11
MARIPOSA,SOUTH FORK,2017-08-13,2017-11-30,0.0,30,0,2017,9
JACKSON (OR),MILLER COMPLEX,2017-08-14,2017-11-30,0.0,30,0,2017,11
JACKSON (OR),MILLER COMPLEX,2017-08-14,2017-11-30,0.0,31,0,2017,10
JACKSON (OR),MILLER COMPLEX,2017-08-14,2017-11-30,0.0,30,0,2017,9
JACKSON (OR),MILLER COMPLEX,2017-08-14,2017-11-30,119148.0,18,0,2017,8
SISKIYOU,ECLIPSE COMPLEX,2017-08-15,2017-10-10,0.0,10,0,2017,10
SISKIYOU,ECLIPSE COMPLEX,2017-08-15,2017-10-10,157396.0,17,0,2017,8
SISKIYOU,ECLIPSE COMPLEX,2017-08-15,2017-10-10,0.0,30,0,2017,9
MODOC,BOLES,2017-08-23,2017-09-04,0.0,4,0,2017,9
MODOC,BOLES,2017-08-23,2017-09-04,371.0,9,0,2017,8
LASSEN,MUD,2017-08-29,2017-09-01,6042.0,3,0,2017,8
MONO,SLINKARD,2017-08-29,2017-09-11,8925.0,3,0,2017,8
BUTTE,PONDEROSA,2017-08-29,2017-10-28,8032.0,3,0,2017,8
BUTTE,PONDEROSA,2017-08-29,2017-10-28,0.0,30,0,2017,9
BUTTE,PONDEROSA,2017-08-29,2017-10-28,0.0,28,0,2017,10
TULARE,PIER,2017-08-29,2017-09-24,0.0,24,0,2017,9
TULARE,PIER,2017-08-29,2017-09-24,36556.0,3,0,2017,8
MONO,SLINKARD,2017-08-29,2017-09-11,0.0,11,0,2017,9
MADERA,RAILROAD,2017-08-29,2017-09-15,12407.0,3,1,2017,8
MADERA,RAILROAD,2017-08-29,2017-09-15,0.0,15,0,2017,9
LASSEN,MUD,2017-08-29,2017-09-01,0.0,1,0,2017,9
WASHOE (NV),R-4,2017-08-30,2017-09-18,18618.0,2,0,2017,8
WASHOE (NV),R-4,2017-08-30,2017-09-18,0.0,18,0,2017,9
TRINITY,HELENA,2017-08-30,2017-10-19,0.0,19,0,2017,10
NEVADA,PLEASANT,2017-08-30,2017-09-06,392.0,2,0,2017,8
TRINITY,HELENA,2017-08-30,2017-10-19,0.0,30,0,2017,9
TRINITY,HELENA,2017-08-30,2017-10-19,42898.0,2,0,2017,8
NEVADA,PLEASANT,2017-08-30,2017-09-06,0.0,6,0,2017,9
TUOLUMNE,CREEK,2017-09-03,2017-11-20,0.0,20,0,2017,11
TUOLUMNE,CREEK,2017-09-03,2017-11-20,0.0,31,0,2017,10
TUOLUMNE,CREEK,2017-09-03,2017-11-20,3498.0,28,0,2017,9
PLUMAS,EUREKA,2017-09-05,2017-10-31,437.0,26,0,2017,9
PLUMAS,EUREKA,2017-09-05,2017-10-31,0.0,31,0,2017,10
EL DORADO,TABLE,2017-09-08,2017-10-17,426.0,23,0,2017,9
EL DORADO,TABLE,2017-09-08,2017-10-17,0.0,17,0,2017,10
TRINITY,BUCK,2017-09-12,2017-11-05,26868.0,19,0,2017,9
SHASTA,BERRY,2017-09-12,2017-10-04,0.0,4,0,2017,10
TRINITY,BUCK,2017-09-12,2017-11-05,0.0,31,0,2017,10
TRINITY,BUCK,2017-09-12,2017-11-05,0.0,5,0,2017,11
SHASTA,BERRY,2017-09-12,2017-10-04,900.0,19,0,2017,9
TULARE,LION,2017-09-24,2017-11-27,38430.0,7,0,2017,9
TULARE,LION,2017-09-24,2017-11-27,0.0,31,0,2017,10
TULARE,LION,2017-09-24,2017-11-27,0.0,27,0,2017,11
ORANGE,CANYON,2017-09-25,2017-10-03,2662.0,6,0,2017,9
ORANGE,CANYON,2017-09-25,2017-10-03,0.0,3,0,2017,10
SANTA BARBARA,RUCKER,2017-09-29,2017-10-04,0.0,4,0,2017,10
SANTA BARBARA,RUCKER,2017-09-29,2017-10-04,444.0,2,0,2017,9
BUTTE,CHEROKEE,2017-10-08,2017-11-05,8500.0,24,0,2017,10
BUTTE,CHEROKEE,2017-10-08,2017-11-05,0.0,5,0,2017,11
RIVERSIDE,WILDOMAR,2017-10-26,2017-11-01,866.0,6,0,2017,10
RIVERSIDE,WILDOMAR,2017-10-26,2017-11-01,0.0,1,0,2017,11
VENTURA,THOMAS,2017-12-04,2018-01-12,0.0,28,0,2017,12
VENTURA,THOMAS,2017-12-04,2018-01-12,281893.0,12,2,2018,1
MADERA,LIONS,2018-06-11,2018-07-14,12990.0,20,0,2018,6
MADERA,LIONS,2018-06-11,2018-07-14,0.0,14,0,2018,7
TEHAMA,LANE,2018-06-23,2018-07-04,3392.0,8,0,2018,6
TEHAMA,LANE,2018-06-23,2018-07-04,0.0,4,0,2018,7
LAKE,PAWNEE,2018-06-23,2018-07-08,15180.0,8,0,2018,6
LAKE,PAWNEE,2018-06-23,2018-07-08,0.0,8,0,2018,7
SAN JOAQUIN,WAVERLY,2018-06-29,2018-07-12,11789.0,2,0,2018,6
SAN JOAQUIN,WAVERLY,2018-06-29,2018-07-12,0.0,12,0,2018,7
YOLO,COUNTY,2018-06-30,2018-07-14,0.0,14,0,2018,7
YOLO,COUNTY,2018-06-30,2018-07-14,90000.0,1,0,2018,6
MARIPOSA,FERGUSON,2018-07-13,2018-08-22,96901.0,19,2,2018,7
MARIPOSA,FERGUSON,2018-07-13,2018-08-22,0.0,22,0,2018,8
SHASTA,CARR,2018-07-23,2018-09-01,0.0,1,0,2018,9
SHASTA,CARR,2018-07-23,2018-09-01,0.0,31,0,2018,8
SHASTA,CARR,2018-07-23,2018-09-01,459302.0,9,14,2018,7
RIVERSIDE,CRANSTON,2018-07-25,2018-08-09,13139.0,7,0,2018,7
RIVERSIDE,CRANSTON,2018-07-25,2018-08-09,0.0,9,0,2018,8
COLUSA,"RIVER - MENDOCINO
COMPLEX",2018-07-27,2018-09-27,0.0,27,0,2018,9
COLUSA,"RIVER - MENDOCINO
COMPLEX",2018-07-27,2018-09-27,97840.0,5,0,2018,7
LASSEN,WHALEBACK,2018-07-27,2018-08-06,18703.0,5,0,2018,7
LASSEN,WHALEBACK,2018-07-27,2018-08-06,0.0,6,0,2018,8
COLUSA,"RANCH - MENDOCINO
COMPLEX",2018-07-27,2018-08-17,410203.0,5,1,2018,7
COLUSA,"RANCH - MENDOCINO
COMPLEX",2018-07-27,2018-08-17,0.0,17,0,2018,8
COLUSA,"RIVER - MENDOCINO
COMPLEX",2018-07-27,2018-09-27,0.0,31,0,2018,8
MENDOCINO,EEL,2018-07-31,2018-08-08,972.0,1,0,2018,7
SUTTER,BUTTE,2018-07-31,2018-08-02,0.0,2,0,2018,8
