County,Fire Name,Start,Contained,Acres,Deaths_FF,Deaths_Civil,Duration,Strux_Destr,Strux_Dmgd,Total Deaths,Year,Month,Duration_Per_Month
BUTTE,PONDEROSA,2017-08-29,2017-10-28,4016.0,0,0,3,55,0,0,2017,8,{'2017-08': 3}
BUTTE,PONDEROSA,2017-08-29,2017-10-28,4016.0,0,0,30,55,0,0,2017,9,{'2017-09': 30}
BUTTE,PONDEROSA,2017-08-29,2017-10-28,4016.0,0,0,28,55,0,0,2017,10,{'2017-10': 28}
NEVADA,PLEASANT,2017-08-30,2017-09-06,392.0,0,0,2,1,1,0,2017,8,{'2017-08': 2}
NEVADA,PLEASANT,2017-08-30,2017-09-06,392.0,0,0,6,1,1,0,2017,9,{'2017-09': 6}
WASHOE (NV),R-4,2017-08-30,2017-09-18,18618.0,0,0,2,0,0,0,2017,8,{'2017-08': 2}
WASHOE (NV),R-4,2017-08-30,2017-09-18,18618.0,0,0,18,0,0,0,2017,9,{'2017-09': 18}
TRINITY,HELENA,2017-08-30,2017-10-19,21449.0,0,0,2,131,0,0,2017,8,{'2017-08': 2}
TRINITY,HELENA,2017-08-30,2017-10-19,21449.0,0,0,30,131,0,0,2017,9,{'2017-09': 30}
TRINITY,HELENA,2017-08-30,2017-10-19,21449.0,0,0,19,131,0,0,2017,10,{'2017-10': 19}
TUOLUMNE,CREEK,2017-09-03,2017-11-20,1749.0,0,0,28,0,0,0,2017,9,{'2017-09': 28}
TUOLUMNE,CREEK,2017-09-03,2017-11-20,1749.0,0,0,31,0,0,0,2017,10,{'2017-10': 31}
TUOLUMNE,CREEK,2017-09-03,2017-11-20,1749.0,0,0,20,0,0,0,2017,11,{'2017-11': 20}
PLUMAS,EUREKA,2017-09-05,2017-10-31,437.0,0,0,26,0,0,0,2017,9,{'2017-09': 26}
PLUMAS,EUREKA,2017-09-05,2017-10-31,437.0,0,0,31,0,0,0,2017,10,{'2017-10': 31}
EL DORADO,TABLE,2017-09-08,2017-10-17,426.0,0,0,23,0,0,0,2017,9,{'2017-09': 23}
EL DORADO,TABLE,2017-09-08,2017-10-17,426.0,0,0,17,0,0,0,2017,10,{'2017-10': 17}
SHASTA,BERRY,2017-09-12,2017-10-04,900.0,0,0,19,0,0,0,2017,9,{'2017-09': 19}
SHASTA,BERRY,2017-09-12,2017-10-04,900.0,0,0,4,0,0,0,2017,10,{'2017-10': 4}
TRINITY,BUCK,2017-09-12,2017-11-05,13434.0,0,0,19,0,0,0,2017,9,{'2017-09': 19}
TRINITY,BUCK,2017-09-12,2017-11-05,13434.0,0,0,31,0,0,0,2017,10,{'2017-10': 31}
TRINITY,BUCK,2017-09-12,2017-11-05,13434.0,0,0,5,0,0,0,2017,11,{'2017-11': 5}
TULARE,LION,2017-09-24,2017-11-27,19215.0,0,0,7,0,0,0,2017,9,{'2017-09': 7}
TULARE,LION,2017-09-24,2017-11-27,19215.0,0,0,31,0,0,0,2017,10,{'2017-10': 31}
TULARE,LION,2017-09-24,2017-11-27,19215.0,0,0,27,0,0,0,2017,11,{'2017-11': 27}
ORANGE,CANYON,2017-09-25,2017-10-03,2662.0,0,0,6,0,7,0,2017,9,{'2017-09': 6}
ORANGE,CANYON,2017-09-25,2017-10-03,2662.0,0,0,3,0,7,0,2017,10,{'2017-10': 3}
SANTA BARBARA,RUCKER,2017-09-29,2017-10-04,444.0,0,0,2,0,0,0,2017,9,{'2017-09': 2}
SANTA BARBARA,RUCKER,2017-09-29,2017-10-04,444.0,0,0,4,0,0,0,2017,10,{'2017-10': 4}
BUTTE,CHEROKEE,2017-10-08,2017-11-05,8500.0,0,0,24,6,1,0,2017,10,{'2017-10': 24}
BUTTE,CHEROKEE,2017-10-08,2017-11-05,8500.0,0,0,5,6,1,0,2017,11,{'2017-11': 5}
RIVERSIDE,WILDOMAR,2017-10-26,2017-11-01,866.0,0,0,6,0,0,0,2017,10,{'2017-10': 6}
RIVERSIDE,WILDOMAR,2017-10-26,2017-11-01,866.0,0,0,1,0,0,0,2017,11,{'2017-11': 1}
VENTURA,THOMAS,2017-12-04,2018-01-12,281893.0,1,1,28,0,274,2,2017,12,{'2017-12': 28}
VENTURA,THOMAS,2017-12-04,2018-01-12,281893.0,1,1,12,0,274,2,2018,1,{'2018-01': 12}
MADERA,LIONS,2018-06-11,2018-07-14,12990.0,0,0,20,0,0,0,2018,6,{'2018-06': 20}
MADERA,LIONS,2018-06-11,2018-07-14,12990.0,0,0,14,0,0,0,2018,7,{'2018-07': 14}
TEHAMA,LANE,2018-06-23,2018-07-04,3392.0,0,0,8,0,0,0,2018,6,{'2018-06': 8}
TEHAMA,LANE,2018-06-23,2018-07-04,3392.0,0,0,4,0,0,0,2018,7,{'2018-07': 4}
LAKE,PAWNEE,2018-06-23,2018-07-08,15180.0,0,0,8,22,6,0,2018,6,{'2018-06': 8}
LAKE,PAWNEE,2018-06-23,2018-07-08,15180.0,0,0,8,22,6,0,2018,7,{'2018-07': 8}
SAN JOAQUIN,WAVERLY,2018-06-29,2018-07-12,11789.0,0,0,2,1,0,0,2018,6,{'2018-06': 2}
SAN JOAQUIN,WAVERLY,2018-06-29,2018-07-12,11789.0,0,0,12,1,0,0,2018,7,{'2018-07': 12}
YOLO,COUNTY,2018-06-30,2018-07-14,90000.0,0,0,1,29,4,0,2018,6,{'2018-06': 1}
YOLO,COUNTY,2018-06-30,2018-07-14,90000.0,0,0,14,29,4,0,2018,7,{'2018-07': 14}
MARIPOSA,FERGUSON,2018-07-13,2018-08-22,96901.0,2,0,19,11,0,2,2018,7,{'2018-07': 19}
MARIPOSA,FERGUSON,2018-07-13,2018-08-22,96901.0,2,0,22,11,0,2,2018,8,{'2018-08': 22}
SHASTA,CARR,2018-07-23,2018-09-01,229651.0,3,4,9,0,279,7,2018,7,{'2018-07': 9}
SHASTA,CARR,2018-07-23,2018-09-01,229651.0,3,4,31,0,279,7,2018,8,{'2018-08': 31}
SHASTA,CARR,2018-07-23,2018-09-01,229651.0,3,4,1,0,279,7,2018,9,{'2018-09': 1}
RIVERSIDE,CRANSTON,2018-07-25,2018-08-09,13139.0,0,0,7,12,5,0,2018,7,{'2018-07': 7}
RIVERSIDE,CRANSTON,2018-07-25,2018-08-09,13139.0,0,0,9,12,5,0,2018,8,{'2018-08': 9}
LASSEN,WHALEBACK,2018-07-27,2018-08-06,18703.0,0,0,5,0,0,0,2018,7,{'2018-07': 5}
LASSEN,WHALEBACK,2018-07-27,2018-08-06,18703.0,0,0,6,0,0,0,2018,8,{'2018-08': 6}
COLUSA,"RANCH - MENDOCINO
COMPLEX",2018-07-27,2018-08-17,410203.0,1,0,5,246,27,1,2018,7,{'2018-07': 5}
COLUSA,"RANCH - MENDOCINO
COMPLEX",2018-07-27,2018-08-17,410203.0,1,0,17,246,27,1,2018,8,{'2018-08': 17}
COLUSA,"RIVER - MENDOCINO
COMPLEX",2018-07-27,2018-09-27,48920.0,0,0,5,35,11,0,2018,7,{'2018-07': 5}
COLUSA,"RIVER - MENDOCINO
COMPLEX",2018-07-27,2018-09-27,48920.0,0,0,31,35,11,0,2018,8,{'2018-08': 31}
COLUSA,"RIVER - MENDOCINO
COMPLEX",2018-07-27,2018-09-27,48920.0,0,0,27,35,11,0,2018,9,{'2018-09': 27}
SUTTER,BUTTE,2018-07-31,2018-08-02,1000.0,0,0,1,0,0,0,2018,7,{'2018-07': 1}
SUTTER,BUTTE,2018-07-31,2018-08-02,1000.0,0,0,2,0,0,0,2018,8,{'2018-08': 2}
MONO,OWENS,2018-07-31,2018-08-05,338.0,0,0,1,0,0,0,2018,7,{'2018-07': 1}
MONO,OWENS,2018-07-31,2018-08-05,338.0,0,0,5,0,0,0,2018,8,{'2018-08': 5}
MONO,HOTCREEK,2018-07-31,2018-08-05,419.0,0,0,1,0,0,0,2018,7,{'2018-07': 1}
MONO,HOTCREEK,2018-07-31,2018-08-05,419.0,0,0,5,0,0,0,2018,8,{'2018-08': 5}
MENDOCINO,EEL,2018-07-31,2018-08-08,972.0,0,0,1,10,0,0,2018,7,{'2018-07': 1}
MENDOCINO,EEL,2018-07-31,2018-08-08,972.0,0,0,8,10,0,0,2018,8,{'2018-08': 8}
TUOLUMNE,DONNELL,2018-08-01,2018-10-31,36450.0,0,0,31,135,0,0,2018,8,{'2018-08': 31}
TUOLUMNE,DONNELL,2018-08-01,2018-10-31,36450.0,0,0,30,135,0,0,2018,9,{'2018-09': 30}
TUOLUMNE,DONNELL,2018-08-01,2018-10-31,36450.0,0,0,31,135,0,0,2018,10,{'2018-10': 31}
ORANGE,HOLY,2018-08-06,2018-09-14,23025.0,0,0,26,24,18,0,2018,8,{'2018-08': 26}
ORANGE,HOLY,2018-08-06,2018-09-14,23025.0,0,0,14,24,18,0,2018,9,{'2018-09': 14}
SHASTA,HIRZ,2018-08-09,2018-09-12,46051.0,0,0,23,0,0,0,2018,8,{'2018-08': 23}
SHASTA,HIRZ,2018-08-09,2018-09-12,46051.0,0,0,12,0,0,0,2018,9,{'2018-09': 12}
MODOC,STONE,2018-08-15,2018-09-01,39387.0,0,0,17,2,0,0,2018,8,{'2018-08': 17}
MODOC,STONE,2018-08-15,2018-09-01,39387.0,0,0,1,2,0,0,2018,9,{'2018-09': 1}
SHASTA,DELTA,2018-09-05,2018-10-11,63311.0,0,0,26,42,4,0,2018,9,{'2018-09': 26}
SHASTA,DELTA,2018-09-05,2018-10-11,63311.0,0,0,11,42,4,0,2018,10,{'2018-10': 11}
TULARE,ALDER,2018-10-04,2018-12-22,4654.0,0,0,28,0,0,0,2018,10,{'2018-10': 28}
TULARE,ALDER,2018-10-04,2018-12-22,4654.0,0,0,30,0,0,0,2018,11,{'2018-11': 30}
TULARE,ALDER,2018-10-04,2018-12-22,4654.0,0,0,22,0,0,0,2018,12,{'2018-12': 22}
TULARE,MOUNTAINEER,2018-10-13,2018-12-22,1270.0,0,0,19,0,0,0,2018,10,{'2018-10': 19}
TULARE,MOUNTAINEER,2018-10-13,2018-12-22,1270.0,0,0,30,0,0,0,2018,11,{'2018-11': 30}
TULARE,MOUNTAINEER,2018-10-13,2018-12-22,1270.0,0,0,22,0,0,0,2018,12,{'2018-12': 22}
BUTTE,JUNES,2018-10-30,2018-11-12,550.0,0,0,2,0,0,0,2018,10,{'2018-10': 2}
BUTTE,JUNES,2018-10-30,2018-11-12,550.0,0,0,12,0,0,0,2018,11,{'2018-11': 12}
BUTTE,CAMP,2018-11-08,2018-12-20,153336.0,0,85,23,0,754,85,2018,11,{'2018-11': 23}
BUTTE,CAMP,2018-11-08,2018-12-20,153336.0,0,85,20,0,754,85,2018,12,{'2018-12': 20}
TUOLUMNE,ROSASCO,2019-05-23,2019-09-11,731.0,0,0,9,0,0,0,2019,5,{'2019-05': 9}
TUOLUMNE,ROSASCO,2019-05-23,2019-09-11,731.0,0,0,30,0,0,0,2019,6,{'2019-06': 30}
TUOLUMNE,ROSASCO,2019-05-23,2019-09-11,731.0,0,0,31,0,0,0,2019,7,{'2019-07': 31}
TUOLUMNE,ROSASCO,2019-05-23,2019-09-11,731.0,0,0,31,0,0,0,2019,8,{'2019-08': 31}
TUOLUMNE,ROSASCO,2019-05-23,2019-09-11,731.0,0,0,11,0,0,0,2019,9,{'2019-09': 11}
TULARE,JORDAN,2019-06-09,2019-07-01,591.0,0,0,22,0,0,0,2019,6,{'2019-06': 22}
TULARE,JORDAN,2019-06-09,2019-07-01,591.0,0,0,1,0,0,0,2019,7,{'2019-07': 1}
TRINITY,EAST,2019-06-17,2019-07-18,410.0,0,0,14,0,0,0,2019,6,{'2019-06': 14}
TRINITY,EAST,2019-06-17,2019-07-18,410.0,0,0,18,0,0,0,2019,7,{'2019-07': 18}
TULARE,COW,2019-07-25,2019-10-11,2025.0,0,0,7,0,0,0,2019,7,{'2019-07': 7}
TULARE,COW,2019-07-25,2019-10-11,2025.0,0,0,31,0,0,0,2019,8,{'2019-08': 31}
TULARE,COW,2019-07-25,2019-10-11,2025.0,0,0,30,0,0,0,2019,9,{'2019-09': 30}
TULARE,COW,2019-07-25,2019-10-11,2025.0,0,0,11,0,0,0,2019,10,{'2019-10': 11}
MONO,SPRINGS,2019-07-26,2019-10-01,4840.0,0,0,6,0,0,0,2019,7,{'2019-07': 6}
MONO,SPRINGS,2019-07-26,2019-10-01,4840.0,0,0,31,0,0,0,2019,8,{'2019-08': 31}
MONO,SPRINGS,2019-07-26,2019-10-01,4840.0,0,0,30,0,0,0,2019,9,{'2019-09': 30}
MONO,SPRINGS,2019-07-26,2019-10-01,4840.0,0,0,1,0,0,0,2019,10,{'2019-10': 1}
MODOC,TUCKER,2019-07-28,2019-08-04,14150.0,0,0,4,0,0,0,2019,7,{'2019-07': 4}
MODOC,TUCKER,2019-07-28,2019-08-04,14150.0,0,0,4,0,0,0,2019,8,{'2019-08': 4}
MONTEREY,LAKE,2019-07-29,2019-08-01,306.0,0,0,3,0,0,0,2019,7,{'2019-07': 3}
MONTEREY,LAKE,2019-07-29,2019-08-01,306.0,0,0,1,0,0,0,2019,8,{'2019-08': 1}
MONTEREY,MILL,2019-07-30,2019-08-08,310.0,0,0,2,0,0,0,2019,7,{'2019-07': 2}
MONTEREY,MILL,2019-07-30,2019-08-08,310.0,0,0,8,0,0,0,2019,8,{'2019-08': 8}
TULARE,BRODER,2019-08-08,2019-09-20,381.0,0,0,24,0,0,0,2019,8,{'2019-08': 24}
TULARE,BRODER,2019-08-08,2019-09-20,381.0,0,0,20,0,0,0,2019,9,{'2019-09': 20}
LASSEN,R-1 RANCH,2019-08-28,2019-09-04,3380.0,0,0,4,0,0,0,2019,8,{'2019-08': 4}
LASSEN,R-1 RANCH,2019-08-28,2019-09-04,3380.0,0,0,4,0,0,0,2019,9,{'2019-09': 4}
TULARE,CREEK,2019-08-31,2019-09-04,756.0,0,0,1,0,0,0,2019,8,{'2019-08': 1}
TULARE,CREEK,2019-08-31,2019-09-04,756.0,0,0,4,0,0,0,2019,9,{'2019-09': 4}
INYO,TABOOSE,2019-09-04,2019-11-21,10400.0,0,0,27,0,0,0,2019,9,{'2019-09': 27}
INYO,TABOOSE,2019-09-04,2019-11-21,10400.0,0,0,31,0,0,0,2019,10,{'2019-10': 31}
INYO,TABOOSE,2019-09-04,2019-11-21,10400.0,0,0,21,0,0,0,2019,11,{'2019-11': 21}
TRINITY,MIDDLE,2019-09-05,2019-10-11,1339.0,0,0,26,0,0,0,2019,9,{'2019-09': 26}
TRINITY,MIDDLE,2019-09-05,2019-10-11,1339.0,0,0,11,0,0,0,2019,10,{'2019-10': 11}
TEHAMA,SOUTH,2019-09-05,2019-11-27,5332.0,0,0,26,2,0,0,2019,9,{'2019-09': 26}
TEHAMA,SOUTH,2019-09-05,2019-11-27,5332.0,0,0,31,2,0,0,2019,10,{'2019-10': 31}
TEHAMA,SOUTH,2019-09-05,2019-11-27,5332.0,0,0,27,2,0,0,2019,11,{'2019-11': 27}
SONOMA,KINCADE,2019-10-23,2019-11-10,77758.0,0,0,9,374,60,0,2019,10,{'2019-10': 9}
SONOMA,KINCADE,2019-10-23,2019-11-10,77758.0,0,0,10,374,60,0,2019,11,{'2019-11': 10}
MENDOCINO,BURRIS,2019-10-27,2019-11-02,703.0,0,0,5,0,0,0,2019,10,{'2019-10': 5}
MENDOCINO,BURRIS,2019-10-27,2019-11-02,703.0,0,0,2,0,0,0,2019,11,{'2019-11': 2}
LOS ANGELES,GETTY,2019-10-28,2019-11-14,745.0,0,0,4,13,19,0,2019,10,{'2019-10': 4}
LOS ANGELES,GETTY,2019-10-28,2019-11-14,745.0,0,0,14,13,19,0,2019,11,{'2019-11': 14}
VENTURA,EASY,2019-10-30,2019-11-08,2375.0,0,0,2,1,1,0,2019,10,{'2019-10': 2}
VENTURA,EASY,2019-10-30,2019-11-08,2375.0,0,0,8,1,1,0,2019,11,{'2019-11': 8}
RIVERSIDE,HILL,2019-10-31,2019-11-03,628.0,0,0,1,0,0,0,2019,10,{'2019-10': 1}
RIVERSIDE,HILL,2019-10-31,2019-11-03,628.0,0,0,3,0,0,0,2019,11,{'2019-11': 3}
VENTURA,MARIA,2019-10-31,2019-11-06,9999.0,0,0,1,4,0,0,2019,10,{'2019-10': 1}
VENTURA,MARIA,2019-10-31,2019-11-06,9999.0,0,0,6,4,0,0,2019,11,{'2019-11': 6}
SANTA BARBARA,CAVE,2019-11-25,2019-12-13,3126.0,0,0,6,0,1,0,2019,11,{'2019-11': 6}
SANTA BARBARA,CAVE,2019-11-25,2019-12-13,3126.0,0,0,13,0,1,0,2019,12,{'2019-12': 13}
SANTA BARBARA,SCORPION,2020-05-31,2020-06-05,1395.0,0,0,1,0,0,0,2020,5,{'2020-05': 1}
SANTA BARBARA,SCORPION,2020-05-31,2020-06-05,1395.0,0,0,5,0,0,0,2020,6,{'2020-06': 5}
LASSEN,HOG,2020-07-18,2020-08-28,9564.0,0,0,14,2,0,0,2020,7,{'2020-07': 14}
LASSEN,HOG,2020-07-18,2020-08-28,9564.0,0,0,28,2,0,0,2020,8,{'2020-08': 28}
LASSEN,GOLD,2020-07-20,2020-09-29,22614.0,0,0,12,13,5,0,2020,7,{'2020-07': 12}
LASSEN,GOLD,2020-07-20,2020-09-29,22614.0,0,0,31,13,5,0,2020,8,{'2020-08': 31}
LASSEN,GOLD,2020-07-20,2020-09-29,22614.0,0,0,29,13,5,0,2020,9,{'2020-09': 29}
SISKIYOU,JULY COMPLEX,2020-07-22,2020-08-22,83261.0,0,0,10,15,0,0,2020,7,{'2020-07': 10}
SISKIYOU,JULY COMPLEX,2020-07-22,2020-08-22,83261.0,0,0,22,15,0,0,2020,8,{'2020-08': 22}
MARIPOSA,BLUEJAY,2020-07-24,2020-11-19,6922.0,0,0,8,0,0,0,2020,7,{'2020-07': 8}
MARIPOSA,BLUEJAY,2020-07-24,2020-11-19,6922.0,0,0,31,0,0,0,2020,8,{'2020-08': 31}
MARIPOSA,BLUEJAY,2020-07-24,2020-11-19,6922.0,0,0,30,0,0,0,2020,9,{'2020-09': 30}
MARIPOSA,BLUEJAY,2020-07-24,2020-11-19,6922.0,0,0,31,0,0,0,2020,10,{'2020-10': 31}
MARIPOSA,BLUEJAY,2020-07-24,2020-11-19,6922.0,0,0,19,0,0,0,2020,11,{'2020-11': 19}
SAN LUIS OBISPO,BRANCH,2020-07-28,2020-08-03,3222.0,0,0,4,8,0,0,2020,7,{'2020-07': 4}
SAN LUIS OBISPO,BRANCH,2020-07-28,2020-08-03,3222.0,0,0,3,8,0,0,2020,8,{'2020-08': 3}
HUMBOLDT,RED SALMON COMPLEX,2020-07-28,2020-11-16,144698.0,0,0,4,0,0,0,2020,7,{'2020-07': 4}
HUMBOLDT,RED SALMON COMPLEX,2020-07-28,2020-11-16,144698.0,0,0,31,0,0,0,2020,8,{'2020-08': 31}
HUMBOLDT,RED SALMON COMPLEX,2020-07-28,2020-11-16,144698.0,0,0,30,0,0,0,2020,9,{'2020-09': 30}
HUMBOLDT,RED SALMON COMPLEX,2020-07-28,2020-11-16,144698.0,0,0,31,0,0,0,2020,10,{'2020-10': 31}
HUMBOLDT,RED SALMON COMPLEX,2020-07-28,2020-11-16,144698.0,0,0,16,0,0,0,2020,11,{'2020-11': 16}
RIVERSIDE,APPLE,2020-07-31,2020-11-18,33424.0,0,0,1,13,6,0,2020,7,{'2020-07': 1}
RIVERSIDE,APPLE,2020-07-31,2020-11-18,33424.0,0,0,31,13,6,0,2020,8,{'2020-08': 31}
RIVERSIDE,APPLE,2020-07-31,2020-11-18,33424.0,0,0,30,13,6,0,2020,9,{'2020-09': 30}
RIVERSIDE,APPLE,2020-07-31,2020-11-18,33424.0,0,0,31,13,6,0,2020,10,{'2020-10': 31}
RIVERSIDE,APPLE,2020-07-31,2020-11-18,33424.0,0,0,18,13,6,0,2020,11,{'2020-11': 18}
FRESNO,TRIMMER,2020-08-03,2020-09-01,594.0,0,0,29,0,0,0,2020,8,{'2020-08': 29}
FRESNO,TRIMMER,2020-08-03,2020-09-01,594.0,0,0,1,0,0,0,2020,9,{'2020-09': 1}
TUOLUMNE,WOLF,2020-08-11,2020-11-19,2057.0,0,0,21,0,0,0,2020,8,{'2020-08': 21}
TUOLUMNE,WOLF,2020-08-11,2020-11-19,2057.0,0,0,30,0,0,0,2020,9,{'2020-09': 30}
TUOLUMNE,WOLF,2020-08-11,2020-11-19,2057.0,0,0,31,0,0,0,2020,10,{'2020-10': 31}
TUOLUMNE,WOLF,2020-08-11,2020-11-19,2057.0,0,0,19,0,0,0,2020,11,{'2020-11': 19}
LOS ANGELES,LAKE,2020-08-12,2020-09-30,31089.0,0,0,20,34,6,0,2020,8,{'2020-08': 20}
LOS ANGELES,LAKE,2020-08-12,2020-09-30,31089.0,0,0,30,34,6,0,2020,9,{'2020-09': 30}
LOS ANGELES,RANCH 2,2020-08-13,2020-09-03,4237.0,0,0,19,0,0,0,2020,8,{'2020-08': 19}
LOS ANGELES,RANCH 2,2020-08-13,2020-09-03,4237.0,0,0,3,0,0,0,2020,9,{'2020-09': 3}
FRESNO,HILLS,2020-08-15,2020-09-27,2121.0,1,0,17,0,0,1,2020,8,{'2020-08': 17}
FRESNO,HILLS,2020-08-15,2020-09-27,2121.0,1,0,27,0,0,1,2020,9,{'2020-09': 27}
MONTEREY,RIVER,2020-08-16,2020-09-04,48088.0,0,0,16,30,13,0,2020,8,{'2020-08': 16}
MONTEREY,RIVER,2020-08-16,2020-09-04,48088.0,0,0,4,30,13,0,2020,9,{'2020-09': 4}
CONTRA COSTA,"SCU LIGHTNING
COMPLEX",2020-08-16,2020-09-15,396625.0,0,0,16,225,26,0,2020,8,{'2020-08': 16}
CONTRA COSTA,"SCU LIGHTNING
COMPLEX",2020-08-16,2020-09-15,396625.0,0,0,15,225,26,0,2020,9,{'2020-09': 15}
SAN MATEO,"CZU AUGUST LIGHTNING
COMPLEX",2020-08-16,2020-09-22,86509.0,0,1,16,0,140,1,2020,8,{'2020-08': 16}
SAN MATEO,"CZU AUGUST LIGHTNING
COMPLEX",2020-08-16,2020-09-22,86509.0,0,1,22,0,140,1,2020,9,{'2020-09': 22}
TULARE,RATTLESNAKE,2020-08-16,2020-12-31,8419.0,0,0,16,0,0,0,2020,8,{'2020-08': 16}
TULARE,RATTLESNAKE,2020-08-16,2020-12-31,8419.0,0,0,30,0,0,0,2020,9,{'2020-09': 30}
TULARE,RATTLESNAKE,2020-08-16,2020-12-31,8419.0,0,0,31,0,0,0,2020,10,{'2020-10': 31}
TULARE,RATTLESNAKE,2020-08-16,2020-12-31,8419.0,0,0,30,0,0,0,2020,11,{'2020-11': 30}
TULARE,RATTLESNAKE,2020-08-16,2020-12-31,8419.0,0,0,31,0,0,0,2020,12,{'2020-12': 31}
NEVADA,JONES,2020-08-17,2020-09-06,705.0,0,0,15,18,3,0,2020,8,{'2020-08': 15}
NEVADA,JONES,2020-08-17,2020-09-06,705.0,0,0,6,18,3,0,2020,9,{'2020-09': 6}
PLUMAS,SHEEP,2020-08-17,2020-09-09,29570.0,0,0,15,26,2,0,2020,8,{'2020-08': 15}
PLUMAS,SHEEP,2020-08-17,2020-09-09,29570.0,0,0,9,26,2,0,2020,9,{'2020-09': 9}
BUTTE,"BUTTE TEHAMA GLENN
COMPLEX",2020-08-17,2020-09-16,19609.0,0,0,15,0,0,0,2020,8,{'2020-08': 15}
